name,type,url,contact,description,geoextent,geocoverage,lead_organisation_name,lead_organisation_category,start_date,active,end_date,primary_sector,secondary_sector,cross_sector,cross_border,technology,status,uptake
Bucharest airport - Face recognition ,Unknown,https://www.uti.eu.com/press-releases/uti-will-implement-face-recognition-and-intelligent-image-analysis-systems-with-otopeni-airport/,,"A facial recognition system will be implemented in Bucharest Airport. The AI will be capable of both identifying wanted persons, terrorism subjects or others on the list of intelligence services as well as a solution which detects suspicious behaviour.",Local,Romania,Bucharest Airport,Governmental,2021/01/01,Unknown,,Public order and safety,Public order and safety n.e.c.,Unknown,Unknown,Computer vision,Unknown,Unknown
OverSi - Chatbot to faster burocracy,Unknown,https://stopbyrokracii.sk/,,The Oversi Chatbot is part of a government initiative to stop the bureaucracy in Slovakia and to apply the once only principle in a digital way. The Chatbot has been invented in order to help find the best solutions and answers to common questions for the general public. ,National,Slovakia,The Office of the Deputy Prime Minister of the Slovak Republic for Investments and Informatization (ODPMII) ,Governmental,2021/01/01,Unknown,,General public services,General services.,Unknown,Unknown,Natural language processing,Unknown,Unknown
PCA - AI algorithms in audit methodology detecting potential fraud when prescribing medicines,Unknown,https://dennikn.sk/blog/1561696/big-data-ukazali-nestandardne-predpisovanie-liekov-usporime-tak-statisice-eur/,,Successful use case: AI algorithms (PCA=principal component analysis (less successful) and TSNE +DBScanAlgo ) used in audit methodology when detecting potential fraud when prescribing medicines. Status: Successful implementation and working on a strategy how to scale up. ,National,Slovakia,Institute of health policy  (IZP),Governmental,2021/01/01,Unknown,,Health,Public health services.,Unknown,Unknown,Machine learning,Unknown,Unknown
Taxana - Chatbot for financial administration,Unknown,https://www.youtube.com/watch?v=UQ_XRlIFtrQ & https://www.podnikajte.sk/dane/taxana-chatbot,,"The Slovakian Financial Administration is the first state institution to launch an automated Chatbot to communicate with its clients, available 24/7. This Chatbot was named Taxana, chosen by the employees of the financial administration combining the English word tax and the Slovak word toy. The system has been put in place as it is argued that the state financial management must continue to digitize and electronic processes to make the processes easier for taxpayers. The introduction of automated chat in communication with their clients will also assist the call center staff, who save time and can thus deal with more complex issues of taxpayers. ",National,Slovakia,Financial Administration,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Natural language processing,Unknown,Unknown
Semantic analyser - Document analyser for the public administration,Unknown,https://nio.gov.si/nio/asset/semanticni+analizator+besedil,,"Finding relations among text documents (in slovenian language) based on relations among terms used. In development. There is a working prototype. A search engine to find documents with similar content, support to data dictionaries. In development.",National,Slovenia,Ministry of Public Administration,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Natural language processing,Unknown,Unknown
060 Service - Answer FAQ from citizens and burocratic terms into informal language,Unknown,https://joinup.ec.europa.eu/sites/default/files/inline-files/08-2%20Salvador_Estevan_Martinez%20and%20Doaa_Samy_0.pdf,,"This is a service using Natural Language Processing (NLP) to answer frequently asked questions from citizens and to translate formal public administration terms into more informal terms for citizens. The 060 line is introduced in 2006 as being a central contact point for Spanish citizens with questions about state services, with a certain objective, being the center point of attention for the Spanish citizens, in order to provide information regarding the Central Administration Services and to connect the different public services through one short number: 060.",National,Spain,General Secretariat for Digital Administration,Governmental,2021/01/01,Unknown,,General public services,General services.,Unknown,Unknown,Natural language processing,Unknown,Unknown
Chatbot  - Boost relations with citizens,Unknown,https://avanttic.com/actualidad/el-chatbot-del-ayuntamiento-de-sant-just-desvern-premiado-en-oracle-openworld/,,"The City Council of Sant Just Desvern, a Catalan municipality in the Bajo Llobregat region with 17,200 inhabitants, has presented a chatbot with which this administration aims to streamline its processes and boost relations with its citizens.The first two available chatbots will take care of:  - the previous appointments of the City Council, so that waits will be reduced  - the management of the registration flyers",Local,Spain,Municipality of Sant Just Desvern,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Natural language processing,Unknown,Unknown
Fuengirola Town Hall - measuring beach attendance,Unknown,https://www.euroweeklynews.com/2020/05/04/costa-del-sols-fuengirola-will-use-artificial-intelligence-to-control-capacity-at-beaches-and-public-spaces/,,"The Fuengirola Town Hall representatives aim to use artificial intelligence (AI) in order to control the capacity of beaches and other public spaces. The AI tool is developed by a local company. It allows for real-time information regarding the levels of attendance at beaches to be analysed in order to avoid crowds and minimise the risk of possible Covid-19 infections. This software works by using artificial intelligence sensors that are installed in streetlights. Then, virtual grids are created in which there is a maximum capacity for occupants.  The 3D volume of people entering and leaving these spaces is measured, as well as the amount of people entering the measurement grids. The results of the calculations are carried out in real time in order to warn citizens about means of occupancy (percentages and colours are used as visual warnings).",Local,Spain,Municipality of Fuengirola,Governmental,2021/01/01,Unknown,,"Recreation, culture and religion",Recreational and sporting services.,Unknown,Unknown,Computer vision,Unknown,Unknown
Mercé - citizen science for better urban life,Unknown,http://merce.300000.eu/data2/informe_merce.pdf,,"A citizen science experiment in the city of Barcelona: citizens training algorithms to make urban environments more livable. The Mercè project is proposed as a new line of work that applies new machine learning techniques (one of the branches of so-called artificial intelligence) to the disciplines of urban planning, geography, sociology, economics and science. urban health to build objective knowledge and open data about our urban environments. Thus, Mercè is a citizen science experiment that aims to involve citizens in the training of an algorithm that allows us to design more livable cities. Through this experiment it is possible to translate the individual perceptions of many citizens about the habitability of cities into objective knowledge, reusable in urban planning. The relevance and innovation of the project is based on applying information and communication technologies to different transversal fields of knowledge, which have their common denominator in the city. The project develops a workflow based on public / open data and machine learning techniques to promote algorithmic transparency in data science and citizen participation with great social impact.",Local,Spain,City of Barcelona,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Machine learning,Unknown,Unknown
Misty II - Robot for elderly people,Unknown,https://www.barcelona.cat/infobarcelona/en/tema/senior-citizens/misty-ii-the-social-robot-becomes-part-of-the-lives-of-twenty-senior-citizens_907645.html,,"Twenty elderly people who live alone and already use services provided by the City Council’s Area for Social Rights are to be accompanied in their daily lives by the social robot Misty II. This is the start of a pilot project to analyse the usefulness of a project created for the challenge ‘Improving the quality of life of senior citizens through technology’, launched by the Barcelona Mobile World Capital Foundation. Users will be selected to live with a robot during a trial period. The pilot aims to discover to which extent the quality of life for senior citizens can be improved through assistance with a social robot, by, for example, reducing isolation, monitoring their health, preventing the forgetting of medicine or appointments.  Additional information can be found at these links: https://www.elespanol.com/invertia/disruptores-innovadores/autonomias/cataluna/20210223/misty-robot-facil-mayores-viven-solos-barcelona/560944535_0.amp.html; https://5gbarcelona.org/pilots/5g-emotional-robot/;  https://docs.mistyrobotics.com/misty-ii/get-started/meet-misty/",Local,Spain,Municipality of Barcelona,Governmental,2021/01/01,Unknown,,Social protection,Old age.,Unknown,Unknown,Robotics and Automation,Unknown,Unknown
Robots - Testing  Covid-19,Unknown,https://www.computerweekly.com/news/252480445/Coronavirus-Spain-to-use-Artificial-intelligence-to-automate-testing,,"The Spanish authorities are planning to use robots to automate tests for the Covid- 19 coronavirus, in order to test up to 80 000 people per day. Four robots will be bought to execute these tests. ",National,Spain,Health Institute Carlos III,Governmental,2021/01/01,Unknown,,Health,"Medical products, appliances and equipment.",Unknown,Unknown,Machine learning,Unknown,Unknown
VeriPol - Detect false police reports,Unknown,https://www.sciencedirect.com/science/article/abs/pii/S095070511830128X,,"The filing of fake police reports is quite common in Spain, especially for low level crimes. This practice is regarded as quite troublesome, as it can bring significant consequences for individuals, wasting valuable police resources and is often used in combination with other fraudulent behaviour. Recently, the Spanish national police have adopted the VeriPol, an AI system in order to detect false police reports. The system was designed to be integrated into the existing Spanish National Police information system called SIDENPOL, allowing for easier use and integration into existing work practices. Its development was the result of a collaborative project between the University of Cardiff, the Charles III University of Madrid and the Spanish National Police. The database of police reports was made available for the researchers of the universities in order to train the AI system on. For this, 1122 reports were used, including 534 true and 588 false reports. VeriPol exploits a combination of Natural Language Processing and machine learning classification algorithms, capable of estimating the probability of false police reports with significant accuracy. In addition to that, the system also enables insights into the differences between false and true police reports. For example, pilot studies found that false police reports are more likely to include shorter statements, focused on the objects which were stolen and lacking details. Following the development, the system was tested in pilot situations in both the police department of Malaga and Murcia. These pilots have been regarded as successful because an increase in the number of false reports was detected. Furthermore, an anonymous survey among the staff showed that the VeriPol system was useful, easy to use but should include more functionalities to detect other forms of crime. Now the system has been rolled out for use by all the departments of the Spanish National Police. The expected impact of the use of the system is to both detect false reports early, leaving more police resources available to focus on other tasks and reports, while at the same time deterring people from filing fake statements in the first place. An additional benefit of the system is to gain more insights into how people lie to police officers as well as to gain more knowledge in detecting true and false police reports. ",National,Spain,Spanish Police,Governmental,2021/01/01,Unknown,,Public order and safety,Police Services,Unknown,Unknown,Machine learning,Unknown,Unknown
VioGen - Forecast gender violence,Unknown,https://algorithmwatch.org/en/viogen-algorithm-gender-violence/,,"The Spanish polices uses VioGen, an algorithm that assesses the risk faced by victims of gender violence. Based on two tests to assess the risk of complainants or victims already sentenced, VioGén determines a level of risk of aggression that entails a specific degree of police protection , both before and after the trial or even when it does not occur. The figures support its success: since the implementation of this tool a decade ago, the recurrence of attacks has decreased by 25% according to the latest data. And if, in a generic way, recidivism in other neighboring countries reaches 35%, in Spain it is already at 15%. ",National,Spain,Spanish Police,Governmental,2021/01/01,Unknown,,Public order and safety,Police Services,Unknown,Unknown,Machine learning,Unknown,Unknown
AIDA - Interpreting detailed plan provisions,Unknown,https://www.smartbuilt.se/projekt/innovationer-och-nya-tillaempningar/aida/,,"In order to faster digitize Sweden's existing detail plans and get closer to a national plan database, the project will develop and implement an artificial intelligence in the work of interpreting detail plan regulations according to the National Board of Housing, Building and Planning's standard, faster digitize Sweden's existing detail plans and Creation of a national database. The goal is to reduce the digitization process by 20%, which would, taking into account all the detailed plans to be digitized, save several years of working time. In addition, both direct and indirect effects would contribute to Smart Built Environment's goals.  ",National,Sweden,Örebro Municipality ,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Natural language processing,Unknown,Unknown
Scapis - Prevention of heart- and lung-diseases,Unknown,https://www.scapis.org/about/,,"Prevention of heart- and lung-diseases. SCAPIS is the largest population study in Sweden within the cardiovascular and pulmonary system area. It is a world unique project that includes 30,000 patients and involves all six healthcare regions, university hospitals and a number of scientific players. The vision is to be able to individualize risk assessments as well as to prevent and postpone cardiovascular and pulmonary diseases in patients. SCAPIS, Swedish CArdioPulmonary bioImage Study, is a population study around cardiovascular, epidemic and genetic research, initiated by Swedish researchers in 2007. A pilot study was conducted in 2012 to ensure that the population study was possible to implement, and in 2014, the major SCAPIS study was initiated. Göran Bergström, professor in cardiovascular research at the Sahlgrenska Academy in Gothenburg, started working on the project in 2008 and is currently the head of the study.",Regional,Sweden,"six hospitals (Uppsala, Umeå, Linköping, Malmö/Lund, Gothenburg and Stockholm)",Governmental,2021/01/01,Unknown,,Health,Hospital services.,Unknown,Unknown,Machine learning,Unknown,Unknown
Skatti - Answering system about population registration and income tax return,Unknown,https://www.skatteverket.se/omoss/kontaktaoss/chattamedvardigitalamedarbetare.4.2cf1b5cd163796a5c8b403b.html,,"Skatti answers general questions about population registration and the income tax return for private individuals. Skatti does not give answers to questions about, for example, ongoing or closed cases, or get help with information from the Swedish Tax Agency's register.",National,Sweden,Swedish Tax Agency (Skatteverket),Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Natural language processing,Unknown,Unknown
SKOSA - Interpreting medical information,Unknown,https://computersweden.idg.se/2.2683/1.720144/forsakringskassan-ai-stod,,"The project, called Skosa, builds a general platform with a digital knowledge base with the help of various business experts such as doctors and other experts. It can then help administrators to analyze, structure and interpret medical information and use it in needs assessments.",National,Sweden,Swedish Social Insurance Agency,Governmental,2021/01/01,Unknown,,Health,Hospital services.,Unknown,Unknown,Machine learning,Unknown,Unknown
Stockholm3 - Diagnosing prostate cancer,Unknown,https://eithealth.eu/news-article/study-ai-system-effective-in-diagnosing-prostate-cancer/,,"Artificial intelligence platform is capable of accurately diagnosing prostate cancer in tissue samples, offering the potential to speed up diagnostics and reduce costs for healthcare services The findings, published in The Lancet Oncology in December, suggest AI systems can be trained to detect and grade cancer in prostate needle biopsy samples with an accuracy rate equal to that of international prostate pathology experts. Furthermore, the study noted that the use of AI technology could help reduce the workload of oncologists by reducing the assessment of benign biopsies and by automating the task of measuring cancer length in positive biopsy cores, as well as providing a second opinion. in 2017, which is currently used in clinical practice in Sweden, Norway, Finland and Denmark. ",Local,Sweden,Karolinska Institutet in Sweden,Governmental,2021/01/01,Unknown,,Health,Hospital services.,Unknown,Unknown,Machine learning,Unknown,Unknown
Swedish Land Registry (SLR) - Fostering efficiency when dealing with land registry requests,Unknown,https://www.gov.uk/government/case-studies/natural-language-processing-for-land-registry-documentation-in-sweden,,"The Swedish Land Registry (SLR) needed to increase their efficiency when dealing with land registry requests. They now use AI to read and modernise documents. Many old, handwritten documents cannot be digitised with ease as it is hard to read the tekst. AI assists in reading these documents. ",National,Sweden,Swedish Land Registry ,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Natural language processing,Unknown,Unknown
Tengai - Robot in recruitment processes,Unknown,https://www.upplands-bro.se/kommun--politik/om-kommunen/information-om-coronaviruset/nyheter-corona/2020-05-05-kommunen-tar-nasta-steg-i-fordomsfri-rekrytering-med-intervjuroboten-tengai.html,,"The Swedish municipality of Upplands-Bro has started experimenting with the robot Tengai in their recruitment processes since June 2019. Tengai is one of the first interviewer robots developed with the aim to make the recruitment process less biased than traditional interview practices would do. The robot is adopted by the recruitment and staffing agency of the municipality, which has already made their recruitment processes less biased. For the last 10 years already, the agency has not used resumes in their recruitment process and growingly taken an interest in data-driven recruitment tools. Consequently, having a physical robot was regarded as the next step in preventing biases in hiring decisions. The idea behind the use of the robot was to avoid that a human person was present at the beginning of the recruitment process in order to neutralise any psycho-social prejudices. The Tengai robot is the result of a collaboration between the municipality staff and the AI consultancy Furhat Robotics. After the Tengai robot was released, within a week, it was decided to adopt its services permanently. For the company this was also a first time, the municipal recruitment and staffing agency being their first public sector client. The Tengai robot is seen to complement the recruitment process nicely, having been designed not to perceive the age, gender, clothing, background or other looks of interviewed persons. The municipality is using Tengai to first identify candidates with the highest general performance score, in order to make a shortlist for future selections. Here, Tengai works in collaboration with existing staff, as the recruiters analyse competency checks and schedule an interview appointment with Tengai. The robot then conducts the interviews to assess the candidates by analysing their behaviours, problem-solving capacities and other skills. If needed, the robot is able to ask follow-up questions. The interviews are then analysed, combined with the competency scores. Tengai then makes a first selection of promising candidates. The recruiters of the municipality will conduct the final interview with candidates to assess their motivation. The first results following the adoption of the Tengai robot have been regarded as successful and brought significant media attention to the municipality due to the innovative approach to recruitment. According to one of the directors of the municipality, the Tengai robot has made the selection and hiring processes faster, cheaper and more unbiased, freeing up crucial resources to be spent on other tasks.  ",Local,Sweden,Municipality of Upplands-Bro,Governmental,2021/01/01,Unknown,,General public services,General public services n.e.c.,Unknown,Unknown,Audio processing,Unknown,Unknown
Trelleborg - Automated social welfare decisions,Unknown,https://valcon.com/insights/trelleborg-robotics-solution/,,"In the municipality of Trelleborg, AI technologies are used to automate various social assistance decisions since 2016. It was the first municipality to use Robotic Process Automation (RPA) to handle various applications on social assistance. At the moment, the automated decision making system is able to process applications for homecare, sickness benefits, unemployment benefits and taxes and has been regarded as a successful example for others to follow. Various other Swedish municipalities are exploring how to implement the Trelleborg model to gain access to the same kinds of benefits. Previously, employees had to manually assess the applications which took considerable amounts of time and costs. With more than 300 applications on social benefits in the municipality every month, citizens sometimes had to wait an average of 8 days on the decision on their welfare-payments, which sometimes leading up to 20 days. As a result of this waiting time, citizens would frequently contact the department about their applications, further increasing the workload of the staff. The decision to use AI to improve the welfare payment process was thought limit the waiting time and consequently various worries of payment delivery by citizens.  Any rejected applications are still handled by people themselves. The automation of the welfare services was not possible if there was not already an online process for people to submit their welfare applications to. In 2015, Trelleborg was the first Swedish municipality to digitalize their administration on social benefits. Already 75% of the citizens used the online platform to access welfare payments which enabled significant data and information to automate this process with RPA technology. Without the data coming from the self-service portal, it would not have been possible to automate these processes. Valcon, a consultancy, helped to develop and implement the RPA platform. As a result of the automation process, the waiting time for citizens on their welfare applications has been significantly reduced. It has been mentioned that many case handling times for people in economically vulnerable situations has been reduced from 10 days to 1 day, with all financial assistance decisions done within 24 hours. In addition, two employees in the Trelleborg administration could be allocated to spend more time on other, value adding tasks such as handling more complex cases.   ",Local,Sweden,Municipality of Trelleborg,Governmental,2021/01/01,Unknown,,Social protection,Social exclusion n.e.c.,Unknown,Unknown,Automated reasoning,Unknown,Unknown
BFS - Plausibility check on quality and reliability of administrative data,Unknown,https://www.experimental.bfs.admin.ch/expstat/de/home/innovative-datenwissenschaft/plausi.html,,"This project intends to extend and accelerate the plausibility checks in the Federal Office for Statistics (BFS) using machine learning algorithms while increasing the data quality. Data that appears to be either clearly wrong or at least questionable will be sent back to the data providers with a request for correction or comment. Until now, such plausibility checks were mostly carried out in two different ways: either by manual controls or by automated procedures using limit values ​​and logical tests. This process of mutual plausi checks is very labor intensive. Machine learning can help to carry out the controls more quickly and more precisely.",National,Switzerland,Federal Office for Statistics ,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Machine learning,Unknown,Unknown
Chatbot - Offer residents and tourism better access to information and services from the administration,Unknown,https://www.egovernment.ch/de/dokumentation/webpublikation/projekte/leistungen-fur-die-bevolkerung/chatbot-fur-die-offentliche-verwaltung/,,"Using a prototype, the city of St.Gallen tested the potential and acceptance of a chatbot in order to offer residents and tourism better access to information and services from the administration.  By the end of 2018, various topics had been mapped in the chatbot. This includes the event calendar, information on parking spaces, the query of mobility information, the use of eUmzugCH, the query of information on disposal and the input of feedback to the programmers.  The implementation in its own software environment, more extensive dialog options, the connection to the residence confirmation, the debt enforcement register extract and the extension of the deadline in the area of ​​taxes will take place in 2019. Linked to this is the public test of the chatbot and subsequently a revision based on the knowledge gained from the public test.    The bot will be integrated in the urban app (mobileSG) and on the city's website towards the end of 2019.   In addition to low-threshold access to basic administrative services, the chatbot project in particular made it possible to open up existing systems and specialist procedures and to provide interfaces for scalable use of the bot in other cities and municipalities.",Local,Switzerland,Municipality of St.Gallen,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Natural language processing,Unknown,Unknown
"Chatbot - Security institution information, find the ones entitled to premium reductions",Unknown,https://www.leaderdigital.ch/news/sva-will-chatbot-angebot-ausbauen-2718.html ,,"In the Canton of St. Gallen, a Chatbot has been developed in the social security institution (SVA) organization to provide information for citizens about their services ",Regional,Switzerland,Social Insurance Institute of St.Gallen,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Natural language processing,Unknown,Unknown
Maxi - Chatbot answering questions on insurance,Unknown,https://www.previon.ch/projekte/maxi-der-clevere-chatbot-der-sva-aargau,,"The Social Insurance Aargau SVA has introduced the Maxi Chatbot in order to reduce the number of questions received daily. The chatbot can answer general questions without sensitive data content. In the future, all further emails should run through automated and intelligent (learning) triage and further processing. To do this, requests with personal data must be correctly triaged by the chatbot and, depending on the type of request, directly trigger a process on the specialist application. With the introduction of the ""Maxi"" chatbot, remedial measures were taken and mail inquiries reduced by around 30%.",Regional,Switzerland,Social Insurance Institute of Canton of Aargau,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Natural language processing,Unknown,Unknown
NOGAuto - Assign or control codes to companies for economic activities ,Unknown,https://www.experimental.bfs.admin.ch/expstat/en/home/innovation-data-science/nogauto.html,,"The employees responsible for the NOGA coding assign or control the codes of the economic activity of the companies based on the available information (input from surveys, description of the economic activity in the commercial register, etc.). This is inevitably coupled with a human and therefore subjective interpretation of the available information, which makes standardized coding difficult. There is the need to develop a tool that can automatically assign the corresponding NOGA codes to the companies registered in the BUR. With automatic coding, at least the same or even higher quality should be achieved than with the current manual coding by the NOGA Group.",National,Switzerland,Federal Office for Statistics,Governmental,2021/01/01,Unknown,,Economic affairs,R&D economic affairs,Unknown,Unknown,Machine learning,Unknown,Unknown
Refugees - Assigning asylum seekers,Unknown,https://www.srf.ch/news/schweiz/jobs-fuer-fluechtlinge-algorithmus-verteilt-neu-asylbewerber-auf-kantone,,"Switzerland is embracing innovation in its response to the global refugee crisis. Beginning this fall, the Swiss State Secretariat for Migration will test a new, data-driven method for assigning asylum seekers to cantons across the country. Asylum seekers in the pilot program will be assessed by an algorithm designed to maximize their chances of finding a job.  The algorithm will allow officials to send individuals to the canton that best fits their profile, rather than allocate them randomly, as under the current system. The program will then follow these asylum seekers over the next several years, comparing their employment rates to those of others who entered the country at the same time. It will include two thousand people, half placed in cantons with the guidance of the algorithm and half placed randomly.  The algorithm’s recommendations take into account constraints such as the limited space in a canton, and placement officials make the final decision in each case. The placement algorithm was developed by the Immigration Policy Lab (IPL), which has branches at Stanford University and ETH Zurich, and an affiliated researcher from Dartmouth College. IPL researchers aimed to give countries around the world a tool to improve refugee integration that could easily be implemented, at low cost and without overhauling their existing systems. Their first step: harnessing many years of underused data on refugees and their outcomes. ",National,Switzerland,Swiss State Secretariat for Migration,Governmental,2021/01/01,Unknown,,Public order and safety,Public order and safety n.e.c.,Unknown,Unknown,Optimisation,Unknown,Unknown
Amelia - Chatbot helping local residents find city services,Unknown,https://www.ukauthority.com/articles/enfield-joins-microsoft-in-citizenbot-project/,,"Amid budget cuts, the Enfield Council in North London emploies Amelia, an avatar and chatbot personal assistant from IPsoft. Amelia uses artificial intelligence, machine-learning algorithms, and a natural language processor to help local residents find city services. ",Local,United Kingdom,London Borough of Enfield,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Natural language processing,Unknown,Unknown
Babylon - Health interactive symptom checker,Unknown,https://www.babylonhealth.com/,,"Babylon's interactive symptom checker asks you questions to analyse your condition. Babylon's AI system has been created by experienced doctors and scientists using the latest advances in deep-learning. Much more than a searchable database, it assesses known symptoms and risk factors to provide informed, up-to-date medical information.",National,United Kingdom,National Health Service,Governmental,2021/01/01,Unknown,,Health,"Medical products, appliances and equipment.",Unknown,Unknown,Machine learning,Unknown,Unknown
"DVSA MOT -  Intelligent, data-driven approach to better target Driver and Vehicle Standards Agency (DVSA) resources",Unknown,https://www.gov.uk/government/case-studies/how-the-department-for-transport-used-ai-to-improve-mot-testing,,"The Driver and Vehicle Standards Agency (DVSA) wanted to use a more intelligent, data-driven approach to better target their resources and ensure annual inspection (MOT) standards remained high.",National,United Kingdom,Driver and Vehicle Standards Agency,Governmental,2021/01/01,Unknown,,Economic affairs,Transport,Unknown,Unknown,Machine learning,Unknown,Unknown
EHPS - Early help profiling system to identify children and families considered vulnerable,Unknown,https://www.hackneycitizen.co.uk/2018/10/18/council-360k-xantura-software-profiles-troubled-families/,,"A predictive system called the ""Early Help Profiling System (EHPS)"" used in Hackney County (London), which uses data from a variety of different sources to identify children and families considered vulnerable and at risk of child abuse to the municipality. The data includes statistics from different government agencies, such as school attendance, housing information, economic indicators, and others. This allows early intervention to these families, avoiding the occurrence of a crisis with more expensive follow-up actions.   Each month, the social workers team gets a list of 20 families who are of high risk and unknown to the social workers at that time. Social workers then decide based on the information to conduct an early intervention, such as support from a child centre or a health assessment. It has been reported that the model had a high accuracy, with more than 80% of the risk alerts deemed valid, despite challenges with continuous updating of some data sources. The system was expected to help councils save around one million euro per year by having early, targeted interventions. However, the system was heavily criticized. The nature of the data collection and the risk assessment was very opaque as data is processed by a private company, leading to concerns by citizens. Those whose data was used were not informed and it was kept a secret which indicators were to determine the risks, since a private company was responsible for the development and argued that the information was commercially sensitive. Others noticed that the system was only put in place to cope with the austerity measures put in place, as the system was advertised to maximize payments from the Troubled Families programme.  Now Hackney Council stopped working with the programme as it did not realise the expected benefits.",Local,United Kingdom,Unknown,Governmental,2021/01/01,Unknown,,Health,Family and children.,Unknown,Unknown,Machine learning,Unknown,Unknown
"HART - Assessment risk tool, predictive policing based on person data",Unknown,https://www.tandfonline.com/doi/pdf/10.1080/13600834.2018.1458455,,"The Harm Assessment Risk Tool (HART) puts information on a person's past offending history, age, postcode and other background characteristics through algorithms that then classify them as a low, medium or high risk. It is used by the police of Durham and was one of the first reported cases of predictive policing used in the police. ",National,United Kingdom,Durham city police,Governmental,2021/01/01,Unknown,,Public order and safety,Police Services,Unknown,Unknown,Machine learning,Unknown,Unknown
TravelBot - Chatbot for travel information,Unknown,https://tfl.gov.uk/info-for/media/press-releases/2017/june/tfl-launches-new-social-media-travelb,,"The new social media tool, which is powered by artificial intelligence, can ""chat"" with customers using Messenger and instantly tell them when their bus is due to arrive, provide service updates and Tube maps. The TravelBot can also link direct to a customer service agent, making customer service queries easier than ever.",Local,United Kingdom,Transport for London,Governmental,2021/01/01,Unknown,,Economic affairs,"General economic, commercial and labour affair",Unknown,Unknown,Natural language processing,Unknown,Unknown
